Plate.Number,Envelope,Treatment,Rep,Location,Genotype,Field.location,Source,Extraction.BC,Datafile,d.T3,g.T3,a.T3,d.T,g.T,a.T,Total.Tocotrienols,Total.Tocopherols,Total.Tocochromanols,ID,ID2
LD_Plate 1,18A1319_1_1,Control,1,NY,B97,U,14A1273,8032064647,02042019_LD1_18A1319_1_1_B97_9.lcd,1.819,17.262,5.625,0.066,7.966,3.993,24.705,12.026,36.731,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_2,Control,1,NY,B97,U,14A1273,8032064894,02042019_LD1_18A1319_1_2_B97_10.lcd,2.07,28.667,6.441,0.106,14.34,5.564,37.177,20.01,57.188,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_3,Control,1,NY,B97,U,14A1273,8032064991,02042019_LD1_18A1319_1_3_B97_11.lcd,2.041,18.467,4.899,0.079,7.83,NA,25.407,11.437,36.844,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_4,Control,1,NY,B97,U,14A1273,8032065137,02042019_LD1_18A1319_1_4_B97_12.lcd,2.254,24.426,6.203,0.065,10.204,4.832,32.883,15.1,47.983,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_5,Control,1,NY,B97,U,14A1273,8032064469,02042019_LD1_18A1319_1_5_B97_13.lcd,1.431,19.443,5.63,0.096,12.506,5.675,26.504,18.277,44.781,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_6,Control,1,NY,B97,U,14A1273,8032064776,02042019_LD1_18A1319_1_6_B97_14.lcd,1.766,15.535,4.401,NA,NA,5.263,21.702,NA,57.287,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_7,Control,1,NY,B97,U,14A1273,8032064550,02042019_LD1_18A1319_1_7_B97_15.lcd,1.953,21.985,5.519,0.086,12.206,4.973,29.457,17.265,46.722,B97_Control_1,B97_Control
LD_Plate 1,18A1319_1_8,Control,1,NY,B97,U,14A1273,8032064541,02042019_LD1_18A1319_1_8_B97_16.lcd,2.344,30.016,6.377,0.115,14.173,NA,38.737,21.072,59.809,B97_Control_1,B97_Control
LD_Plate 1,18A1319_2_1,Dark,1,NY,B97,U,14A1273,8032064793,02042019_LD1_18A1319_2_1_B97_17.lcd,1.895,NA,NA,0.042,4.272,4.074,NA,8.389,42.785,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_2,Dark,1,NY,B97,U,14A1273,8032065331,02042019_LD1_18A1319_2_2_B97_18.lcd,NA,23.025,4.828,0.051,NA,NA,29.497,NA,33.05,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_3,Dark,1,NY,B97,U,14A1273,8032064809,02042019_LD1_18A1319_2_3_B97_19.lcd,NA,NA,4.731,0.026,3.313,3.437,NA,6.776,33.813,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_4,Dark,1,NY,B97,U,14A1273,8032064813,02042019_LD1_18A1319_2_4_B97_22.lcd,NA,23.269,4.931,0.047,3.87,3.774,30.604,7.691,38.295,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_5,Dark,1,NY,B97,U,14A1273,8032064457,02042019_LD1_18A1319_2_5_B97_23.lcd,1.947,23.203,NA,0.043,4.343,NA,31.32,8.928,40.248,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_6,Dark,1,NY,B97,U,14A1273,8032064781,02042019_LD1_18A1319_2_6_B97_24.lcd,1.965,22.81,5.439,0.037,4.229,3.24,30.214,7.507,37.72,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_7,Dark,1,NY,B97,U,14A1273,8032065231,02042019_LD1_18A1319_2_7_B97_25.lcd,1.811,22.85,5.085,0.04,4.686,3.479,29.746,8.205,37.951,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_2_8,Dark,1,NY,B97,U,14A1273,8032064698,02042019_LD1_18A1319_2_8_B97_26.lcd,1.967,22.727,4.78,0.033,3.718,3.408,29.474,7.159,36.633,B97_Dark_1,B97_Dark
LD_Plate 1,18A1319_3_1,Light,1,NY,B97,U,14A1273,8032064606,02042019_LD1_18A1319_3_1_B97_27.lcd,1.691,27.604,6.03,0.261,34.262,6.363,35.325,40.885,76.21,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_2,Light,1,NY,B97,U,14A1273,8032064613,02042019_LD1_18A1319_3_2_B97_28.lcd,NA,24.602,4.402,0.293,23.439,NA,30.085,28.231,58.317,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_3,Light,1,NY,B97,U,14A1273,8032065063,02042019_LD1_18A1319_3_3_B97_29.lcd,NA,NA,NA,0.353,34.741,8.002,NA,43.096,NA,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_4,Light,1,NY,B97,U,14A1273,8032064959,02042019_LD1_18A1319_3_4_B97_30.lcd,1.405,22.429,5.237,0.267,26.259,5.103,29.07,31.629,60.699,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_5,Light,1,NY,B97,U,14A1273,8032064833,02042019_LD1_18A1319_3_5_B97_31.lcd,1.501,29.115,6.338,0.225,27.63,7.085,36.955,34.939,71.894,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_6,Light,1,NY,B97,U,14A1273,8032064905,02042019_LD1_18A1319_3_6_B97_32.lcd,1.55,24.917,6.748,0.211,24.15,6.608,33.215,30.97,64.184,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_7,Light,1,NY,B97,U,14A1273,8032064623,02042019_LD1_18A1319_3_7_B97_33.lcd,NA,26.049,6.025,0.296,29.676,7.11,33.24,37.082,70.322,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_8,Light,1,NY,B97,U,14A1273,8032065070,02042019_LD1_18A1319_3_8_B97_36.lcd,NA,27.427,5.644,0.304,30.165,6.272,34.232,36.741,70.973,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_9,Light,1,NY,B97,U,14A1273,8032064734,02042019_LD1_18A1319_3_9_B97_37.lcd,1.388,22.564,4.47,0.279,21.556,NA,28.422,25.753,54.175,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_10,Light,1,NY,B97,U,14A1273,8032064957,02042019_LD1_18A1319_3_10_B97_38.lcd,1.471,NA,7.35,0.309,33.051,6.839,NA,40.199,87.021,B97_Light_1,B97_Light
LD_Plate 1,18A1319_3_11,Light,1,NY,B97,U,14A1273,8032064995,02042019_LD1_18A1319_3_11_B97_39.lcd,1.538,35.441,7.645,0.233,24.823,7.66,44.625,32.715,77.339,B97_Light_1,B97_Light
LD_Plate 1,18A1320_1_1,Dark,1,NY,Ki11,U,14A1275,8032064678,02042019_LD1_18A1320_1_1_Ki11_40.lcd,0.264,8.452,6.686,0.02,2.882,5.802,15.402,8.704,24.106,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_2,Dark,1,NY,Ki11,U,14A1275,8032064841,02042019_LD1_18A1320_1_2_Ki11_41.lcd,0.204,7.26,NA,0.016,2.814,NA,15.814,9.352,25.167,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_3,Dark,1,NY,Ki11,U,14A1275,8032065310,02042019_LD1_18A1320_1_3_Ki11_42.lcd,NA,NA,6.763,0.018,3.049,5.758,NA,8.825,27.606,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_4,Dark,1,NY,Ki11,U,14A1275,8032064888,02042019_LD1_18A1320_1_4_Ki11_43.lcd,0.287,8.211,7.334,NA,NA,NA,15.832,NA,27.551,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_5,Dark,1,NY,Ki11,U,14A1275,8032064596,02042019_LD1_18A1320_1_5_Ki11_44.lcd,0.275,9.033,6.822,NA,NA,6.085,16.129,9.848,25.977,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_6,Dark,1,NY,Ki11,U,14A1275,8032064489,02042019_LD1_18A1320_1_6_Ki11_45.lcd,0.251,8.98,7.538,0.02,2.542,5.919,16.77,8.481,25.251,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_1_7,Dark,1,NY,Ki11,U,14A1275,8032064788,02042019_LD1_18A1320_1_7_Ki11_46.lcd,NA,10.906,7.104,0.015,2.704,5.696,NA,8.415,26.779,Ki11_Dark_1,Ki11_Dark
LD_Plate 1,18A1320_2_1,Light,1,NY,Ki11,U,14A1275,8032065175,02042019_LD1_18A1320_2_1_Ki11_47.lcd,0.257,8.505,6.597,1.781,57.574,13.921,15.359,73.276,88.635,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_2,Light,1,NY,Ki11,U,14A1275,8032064614,02042019_LD1_18A1320_2_2_Ki11_49.lcd,0.202,9.577,NA,1.582,58.697,17.217,19.319,77.495,96.814,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_3,Light,1,NY,Ki11,U,14A1275,8032064709,02042019_LD1_18A1320_2_3_Ki11_50.lcd,0.349,10.056,7.015,1.742,59.175,13.104,17.42,74.021,91.441,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_4,Light,1,NY,Ki11,U,14A1275,8032064770,02042019_LD1_18A1320_2_4_Ki11_51.lcd,0.29,10.883,NA,1.646,55.902,14.66,20.867,72.207,93.074,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_5,Light,1,NY,Ki11,U,14A1275,8032064496,02042019_LD1_18A1320_2_5_Ki11_52.lcd,0.209,8.147,6.76,1.722,59.992,15.567,15.116,77.281,92.397,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_6,Light,1,NY,Ki11,U,14A1275,8032065168,02042019_LD1_18A1320_2_6_Ki11_53.lcd,0.22,9.637,6.35,1.81,62.003,14.461,16.207,78.274,94.481,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_2_7,Light,1,NY,Ki11,U,14A1275,8032064632,02042019_LD1_18A1320_2_7_Ki11_54.lcd,0.329,12.473,8.705,NA,NA,16.118,21.507,69.171,90.679,Ki11_Light_1,Ki11_Light
LD_Plate 1,18A1320_3_1,Control,1,NY,Ki11,U,14A1275,8032064595,02042019_LD1_18A1320_3_1_Ki11_55.lcd,0.309,8.29,6.582,NA,61.922,16.035,15.181,79.982,95.162,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_2,Control,1,NY,Ki11,U,14A1275,8032064834,02042019_LD1_18A1320_3_2_Ki11_56.lcd,0.404,12.806,9.314,1.692,60.106,14.844,22.525,76.642,99.167,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_3,Control,1,NY,Ki11,U,14A1275,8032064566,02042019_LD1_18A1320_3_3_Ki11_57.lcd,0.485,NA,8.165,NA,60.452,NA,25.931,75.284,101.216,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_4,Control,1,NY,Ki11,U,14A1275,8032065029,02042019_LD1_18A1320_3_4_Ki11_58.lcd,0.424,12.327,NA,1.727,54.937,14.534,23.517,71.198,94.715,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_5,Control,1,NY,Ki11,U,14A1275,8032065342,02042019_LD1_18A1320_3_5_Ki11_59.lcd,0.302,9.574,7.206,1.723,52.947,14.605,17.082,69.274,86.356,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_6,Control,1,NY,Ki11,U,14A1275,8032065249,02042019_LD1_18A1320_3_6_Ki11_60.lcd,0.246,7.649,7.623,1.425,50.98,16.022,15.518,68.428,NA,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_7,Control,1,NY,Ki11,U,14A1275,8032064716,02042019_LD1_18A1320_3_7_Ki11_63.lcd,0.392,12.031,6.951,1.974,59.636,14.255,19.374,75.865,95.239,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_8,Control,1,NY,Ki11,U,14A1275,8032064507,02042019_LD1_18A1320_3_8_Ki11_64.lcd,0.414,11.255,8.638,1.671,57.215,15.578,20.307,74.464,94.772,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_9,Control,1,NY,Ki11,U,14A1275,8032064445,02042019_LD1_18A1320_3_9_Ki11_65.lcd,0.288,9.918,9.003,1.61,58.701,NA,19.209,78.498,97.706,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_10,Control,1,NY,Ki11,U,14A1275,8032064983,02042019_LD1_18A1320_3_10_Ki11_66.lcd,0.353,12.225,7.25,1.688,54.735,12.915,19.828,69.337,89.165,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_11,Control,1,NY,Ki11,U,14A1275,8032064586,02042019_LD1_18A1320_3_11_Ki11_67.lcd,0.324,10.513,6.022,1.555,59.05,NA,16.859,79.157,96.016,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1320_3_12,Control,1,NY,Ki11,U,14A1275,8032064601,02042019_LD1_18A1320_3_12_Ki11_68.lcd,0.265,8.254,8.392,1.481,51.538,15.585,16.911,68.604,85.515,Ki11_Control_1,Ki11_Control
LD_Plate 1,18A1321_1_1,Light,1,NY,NC358,U,14A1278,8032065322,02042019_LD1_18A1321_1_1_NC358_69.lcd,1.705,15.808,19.56,0.261,12.626,NA,37.074,NA,57.353,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_2,Light,1,NY,NC358,U,14A1278,8032064483,02042019_LD1_18A1321_1_2_NC358_70.lcd,1.459,15.366,18.387,0.366,19.297,10.562,35.212,NA,65.438,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_3,Light,1,NY,NC358,U,14A1278,8032064615,02042019_LD1_18A1321_1_3_NC358_71.lcd,1.703,16.184,20.028,NA,18.97,10.081,37.914,NA,67.347,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_4,Light,1,NY,NC358,U,14A1278,8032064477,02042019_LD1_18A1321_1_4_NC358_72.lcd,1.515,16.399,19.261,0.28,15.141,9.885,37.175,25.306,62.481,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_5,Light,1,NY,NC358,U,14A1278,8032065176,02042019_LD1_18A1321_1_5_NC358_73.lcd,NA,17.414,19.681,0.367,16.724,NA,39.326,25.715,65.041,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_6,Light,1,NY,NC358,U,14A1278,8032064412,02042019_LD1_18A1321_1_6_NC358_74.lcd,1.302,14.456,18.921,0.289,14.613,10.246,34.68,25.147,59.827,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_7,Light,1,NY,NC358,U,14A1278,8032065132,02042019_LD1_18A1321_1_7_NC358_76.lcd,1.741,14.8,NA,0.301,14.783,10.049,37.859,25.133,62.992,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_8,Light,1,NY,NC358,U,14A1278,8032064624,02042019_LD1_18A1321_1_8_NC358_77.lcd,1.799,15.402,18.839,0.324,15.894,NA,36.039,24.657,60.696,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_9,Light,1,NY,NC358,U,14A1278,8032065198,02042019_LD1_18A1321_1_9_NC358_78.lcd,1.452,16.08,20.415,0.289,16.023,10.714,37.947,27.026,64.973,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_1_10,Light,1,NY,NC358,U,14A1278,8032065232,02042019_LD1_18A1321_1_10_NC358_79.lcd,1.407,14.609,19.154,0.31,17.485,10.334,35.169,28.129,63.299,NC358_Light_1,NC358_Light
LD_Plate 1,18A1321_2_1,Control,1,NY,NC358,U,14A1278,8032064806,02042019_LD1_18A1321_2_1_NC358_80.lcd,1.431,NA,19.103,0.215,11.111,8.424,33.928,19.75,53.678,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_2,Control,1,NY,NC358,U,14A1278,8032065077,02042019_LD1_18A1321_2_2_NC358_81.lcd,NA,14.214,15.292,0.242,13.435,8.82,NA,22.497,53.242,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_3,Control,1,NY,NC358,U,14A1278,8032064396,02042019_LD1_18A1321_2_3_NC358_82.lcd,1.528,16.024,15.844,0.297,17.288,10.163,33.397,27.748,61.144,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_4,Control,1,NY,NC358,U,14A1278,8032064422,02042019_LD1_18A1321_2_4_NC358_83.lcd,1.461,15.876,20.031,0.276,15.781,11.791,NA,27.848,65.216,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_5,Control,1,NY,NC358,U,14A1278,8032065125,02042019_LD1_18A1321_2_5_NC358_84.lcd,1.516,15.308,17.401,0.292,16.665,10.305,34.225,27.262,61.487,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_6,Control,1,NY,NC358,U,14A1278,8032065334,02042019_LD1_18A1321_2_6_NC358_85.lcd,1.424,15.928,18.462,0.325,18.123,9.041,35.814,27.489,63.303,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_7,Control,1,NY,NC358,U,14A1278,8032064434,02042019_LD1_18A1321_2_7_NC358_86.lcd,1.548,15.517,17.538,0.329,NA,10.982,34.604,30.306,64.91,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_8,Control,1,NY,NC358,U,14A1278,8032065141,02042019_LD1_18A1321_2_8_NC358_87.lcd,1.436,15.246,17.957,0.249,14.297,10.158,34.639,24.704,59.343,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_9,Control,1,NY,NC358,U,14A1278,8032065169,02042019_LD1_18A1321_2_9_NC358_90.lcd,1.531,16.734,17.623,0.265,14.565,9.045,35.887,23.875,59.762,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_10,Control,1,NY,NC358,U,14A1278,8032064553,02042019_LD1_18A1321_2_10_NC358_91.lcd,NA,14.7,16.494,0.218,13.219,9.159,32.797,22.597,55.393,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_11,Control,1,NY,NC358,U,14A1278,8032065173,02042019_LD1_18A1321_2_11_NC358_92.lcd,1.416,16.146,17.004,0.243,14.521,10.569,34.566,25.332,59.898,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_2_12,Control,1,NY,NC358,U,14A1278,8032065165,02042019_LD1_18A1321_2_12_NC358_93.lcd,1.44,14.083,19.634,0.245,13.247,9.756,35.156,23.248,58.404,NC358_Control_1,NC358_Control
LD_Plate 1,18A1321_3_1,Dark,1,NY,NC358,U,14A1278,8032064455,02042019_LD1_18A1321_3_1_NC358_94.lcd,1.487,15.78,17.813,0.017,2.889,NA,35.08,NA,42.826,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_2,Dark,1,NY,NC358,U,14A1278,8032065290,02042019_LD1_18A1321_3_2_NC358_95.lcd,1.741,16.505,17.23,0.015,2.6,4.067,35.477,6.682,42.159,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_3,Dark,1,NY,NC358,U,14A1278,8032065284,02042019_LD1_18A1321_3_3_NC358_96.lcd,1.251,13.652,17.75,0.013,2.269,3.915,32.653,6.197,38.849,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_4,Dark,1,NY,NC358,U,14A1278,8032064877,02042019_LD1_18A1321_3_4_NC358_97.lcd,1.329,13.896,16.755,0.011,2.226,4.116,31.981,6.353,38.333,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_5,Dark,1,NY,NC358,U,14A1278,8032065106,02042019_LD1_18A1321_3_5_NC358_98.lcd,NA,17.012,16.626,0.014,2.318,3.875,35.45,6.208,41.658,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_6,Dark,1,NY,NC358,U,14A1278,8032065187,02042019_LD1_18A1321_3_6_NC358_99.lcd,1.435,13.082,15.753,0.021,2.423,3.594,30.27,6.039,36.309,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_7,Dark,1,NY,NC358,U,14A1278,8032065128,02042019_LD1_18A1321_3_7_NC358_100.lcd,1.596,15.224,18.83,0.018,NA,NA,35.651,NA,43.607,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_8,Dark,1,NY,NC358,U,14A1278,8032064578,02042019_LD1_18A1321_3_8_NC358_101.lcd,1.41,14.073,16.03,0.012,2.295,3.841,31.513,6.149,37.662,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_9,Dark,1,NY,NC358,U,14A1278,8032065035,02042019_LD1_18A1321_3_9_NC358_103.lcd,1.494,15.968,NA,0.012,2.455,NA,37.175,NA,44.277,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_10,Dark,1,NY,NC358,U,14A1278,8032064505,02042019_LD1_18A1321_3_10_NC358_104.lcd,1.502,14.84,15.53,0.011,2.337,3.878,31.872,6.226,38.098,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_11,Dark,1,NY,NC358,U,14A1278,8032065135,02042019_LD1_18A1321_3_11_NC358_105.lcd,NA,18.619,17.556,0.018,2.711,4.393,38.311,NA,45.433,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1321_3_12,Dark,1,NY,NC358,U,14A1278,8032064619,02042019_LD1_18A1321_3_12_NC358_2.lcd,1.443,15.471,16.275,0.011,2.447,3.863,33.189,6.321,39.51,NC358_Dark_1,NC358_Dark
LD_Plate 1,18A1322_1_1,Dark,1,NY,B73,U,14A1165,8032065147,02042019_LD1_18A1322_1_1_B73_3.lcd,1.257,27.001,12.381,0.002,1.131,2.193,40.638,NA,43.964,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_2,Dark,1,NY,B73,U,14A1165,8032064514,02042019_LD1_18A1322_1_2_B73_4.lcd,0.938,27.784,15.958,0.014,1.712,2.752,44.681,4.478,49.158,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_3,Dark,1,NY,B73,U,14A1165,8032064389,02042019_LD1_18A1322_1_3_B73_5.lcd,NA,NA,13.357,0.009,1.989,2.214,51.186,4.212,55.398,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_4,Dark,1,NY,B73,U,14A1165,8032065309,02042019_LD1_18A1322_1_4_B73_6.lcd,NA,30.446,11.666,0.016,2.238,2.168,44.047,4.422,48.47,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_5,Dark,1,NY,B73,U,14A1165,8032064408,02042019_LD1_18A1322_1_5_B73_7.lcd,0.788,27.285,NA,0.006,1.473,2.666,45.306,4.145,49.451,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_6,Dark,1,NY,B73,U,14A1165,8032065117,02042019_LD1_18A1322_1_6_B73_8.lcd,1.094,23.29,13.238,NA,NA,NA,37.623,NA,44.842,B73_Dark_1,B73_Dark
LD_Plate 1,18A1322_1_7,Dark,1,NY,B73,U,14A1165,8032065317,02042019_LD1_18A1322_1_7_B73_9.lcd,0.848,25.923,12.302,0.024,1.734,2.368,39.073,4.125,43.198,B73_Dark_1,B73_Dark
LD_Plate 2,18A1322_2_1,Control,1,NY,B73,U,14A1165,8032064974,02042019_LD1_18A1322_2_1_B73_20.lcd,1.177,31.718,15.975,2.151,30.855,6.312,48.871,39.318,88.189,B73_Control_1,B73_Control
LD_Plate 2,18A1322_2_2,Control,1,NY,B73,U,14A1165,8032064653,02042019_LD1_18A1322_2_2_B73_21.lcd,1.81,NA,13.223,1.791,26.777,6.42,44.321,34.988,79.309,B73_Control_1,B73_Control
LD_Plate 2,18A1322_2_3,Control,1,NY,B73,U,14A1165,8032064501,02042019_LD1_18A1322_2_3_B73_22.lcd,1.668,31.687,20.92,3.437,35.76,5.804,54.275,45.001,99.276,B73_Control_1,B73_Control
LD_Plate 2,18A1322_2_4,Control,1,NY,B73,U,14A1165,8032065287,02042019_LD1_18A1322_2_4_B73_23.lcd,1.071,30.963,18.007,2.227,34.649,6.901,50.041,43.776,93.818,B73_Control_1,B73_Control
LD_Plate 2,18A1322_2_5,Control,1,NY,B73,U,14A1165,8032064814,02042019_LD1_18A1322_2_5_B73_24.lcd,2.146,NA,17.398,NA,43.632,5.487,58.635,53.347,NA,B73_Control_1,B73_Control
LD_Plate 2,18A1322_3_1,Light,1,NY,B73,U,14A1165,8032064710,02042019_LD1_18A1322_3_1_B73_25.lcd,NA,36.254,19.357,2.655,31.636,6.258,56.885,40.55,97.435,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_2,Light,1,NY,B73,U,14A1165,8032064512,02042019_LD1_18A1322_3_2_B73_26.lcd,0.756,23.566,10.969,2.742,28.949,4.67,35.291,36.362,NA,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_3,Light,1,NY,B73,U,14A1165,8032064660,02042019_LD1_18A1322_3_3_B73_27.lcd,1.074,33.846,17.688,3.319,31.802,5.779,52.609,40.9,93.509,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_4,Light,1,NY,B73,U,14A1165,8032065215,02042019_LD1_18A1322_3_4_B73_28.lcd,0.664,23.102,14.841,2.911,28.393,5.562,38.607,36.866,75.473,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_5,Light,1,NY,B73,U,14A1165,8032065093,02042019_LD1_18A1322_3_5_B73_29.lcd,0.644,20.1,15.069,NA,NA,NA,35.814,NA,92.506,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_6,Light,1,NY,B73,U,14A1165,8032064916,02042019_LD1_18A1322_3_6_B73_30.lcd,0.725,22.119,13.359,1.988,23.942,7.118,36.202,33.047,NA,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_7,Light,1,NY,B73,U,14A1165,8032064537,02042019_LD1_18A1322_3_7_B73_33.lcd,1.139,33.987,19.574,NA,40.887,4.536,54.699,49.855,104.555,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_8,Light,1,NY,B73,U,14A1165,8032064691,02042019_LD1_18A1322_3_8_B73_34.lcd,0.915,29.355,19.582,2.892,32.121,6.663,49.853,41.676,91.529,B73_Light_1,B73_Light
LD_Plate 2,18A1322_3_9,Light,1,NY,B73,U,14A1165,8032065078,02042019_LD1_18A1322_3_9_B73_35.lcd,0.618,26.173,15.053,4.023,36.389,6.981,41.843,47.393,89.236,B73_Light_1,B73_Light
LD_Plate 2,18A1323_1_1,Control,1,NY,OH7B,U,14A1166,8032064609,02042019_LD1_18A1323_1_1_OH7B_36.lcd,0.642,22.757,5.924,3.848,58.134,1.393,29.324,63.375,92.699,OH7B_Control_1,OH7B_Control
LD_Plate 2,18A1323_1_2,Control,1,NY,OH7B,U,14A1166,8032064646,02042019_LD1_18A1323_1_2_OH7B_37.lcd,0.645,24.225,5.015,3.748,60.214,1.462,29.884,65.423,95.307,OH7B_Control_1,OH7B_Control
LD_Plate 2,18A1323_1_3,Control,1,NY,OH7B,U,14A1166,8032064533,02042019_LD1_18A1323_1_3_OH7B_38.lcd,NA,25.7,5.611,3.607,50.178,NA,32.25,54.874,87.124,OH7B_Control_1,OH7B_Control
LD_Plate 2,18A1323_1_4,Control,1,NY,OH7B,U,14A1166,8032064754,02042019_LD1_18A1323_1_4_OH7B_39.lcd,0.635,21.179,5.049,2.951,53.039,1.253,26.863,57.243,84.107,OH7B_Control_1,OH7B_Control
LD_Plate 2,18A1323_1_5,Control,1,NY,OH7B,U,14A1166,8032064510,02042019_LD1_18A1323_1_5_OH7B_40.lcd,NA,NA,NA,3,49.298,1.374,NA,53.672,92.276,OH7B_Control_1,OH7B_Control
LD_Plate 2,18A1323_2_1,Dark,1,NY,OH7B,U,14A1166,8032064985,02042019_LD1_18A1323_2_1_OH7B_41.lcd,NA,23.34,5.671,0.116,8.502,0.863,29.598,9.481,39.08,OH7B_Dark_1,OH7B_Dark
LD_Plate 2,18A1323_2_2,Dark,1,NY,OH7B,U,14A1166,8032064424,02042019_LD1_18A1323_2_2_OH7B_42.lcd,NA,24.132,6.42,0.076,6.575,0.828,31.154,7.48,38.634,OH7B_Dark_1,OH7B_Dark
